user_id,feature_name,adopted
100043,advanced_chart,0
100043,auto_invest,0
100043,news_feed,0
100044,advanced_chart,0
100044,auto_invest,0
100044,news_feed,1
100045,advanced_chart,1
100045,auto_invest,0
100045,news_feed,1
100046,advanced_chart,0
100046,auto_invest,1
100046,news_feed,1
100047,advanced_chart,0
100047,auto_invest,1
100047,news_feed,0
100048,advanced_chart,0
100048,auto_invest,1
100048,news_feed,0
100049,advanced_chart,0
100049,auto_invest,0
100049,news_feed,1
100050,advanced_chart,0
100050,auto_invest,0
100050,news_feed,1
100051,advanced_chart,1
100051,auto_invest,0
100051,news_feed,0
100052,advanced_chart,0
100052,auto_invest,0
100052,news_feed,0
100053,advanced_chart,1
100053,auto_invest,1
100053,news_feed,1
100054,advanced_chart,0
100054,auto_invest,1
100054,news_feed,0
100055,advanced_chart,1
100055,auto_invest,1
100055,news_feed,0
100056,advanced_chart,1
100056,auto_invest,0
100056,news_feed,1
100057,advanced_chart,0
100057,auto_invest,0
100057,news_feed,1
100058,advanced_chart,0
100058,auto_invest,1
100058,news_feed,0
100059,advanced_chart,1
100059,auto_invest,1
100059,news_feed,0
100060,advanced_chart,0
100060,auto_invest,0
100060,news_feed,0
100061,advanced_chart,0
100061,auto_invest,1
100061,news_feed,1
100062,advanced_chart,1
100062,auto_invest,1
100062,news_feed,1
100063,advanced_chart,1
100063,auto_invest,0
100063,news_feed,1
100064,advanced_chart,1
100064,auto_invest,0
100064,news_feed,0
100065,advanced_chart,0
100065,auto_invest,0
100065,news_feed,1
100066,advanced_chart,0
100066,auto_invest,0
100066,news_feed,1
100067,advanced_chart,0
100067,auto_invest,0
100067,news_feed,0
100068,advanced_chart,1
100068,auto_invest,1
100068,news_feed,0
100069,advanced_chart,1
100069,auto_invest,0
100069,news_feed,1
100070,advanced_chart,1
100070,auto_invest,1
100070,news_feed,0
100071,advanced_chart,1
100071,auto_invest,1
100071,news_feed,0
100072,advanced_chart,1
100072,auto_invest,0
100072,news_feed,1
100073,advanced_chart,0
100073,auto_invest,1
100073,news_feed,0
100074,advanced_chart,0
100074,auto_invest,0
100074,news_feed,0
100075,advanced_chart,0
100075,auto_invest,0
100075,news_feed,0
100076,advanced_chart,0
100076,auto_invest,0
100076,news_feed,1
100077,advanced_chart,0
100077,auto_invest,1
100077,news_feed,1
100078,advanced_chart,1
100078,auto_invest,0
100078,news_feed,1
100079,advanced_chart,0
100079,auto_invest,0
100079,news_feed,0
100080,advanced_chart,1
100080,auto_invest,0
100080,news_feed,0
100081,advanced_chart,1
100081,auto_invest,1
100081,news_feed,0
100082,advanced_chart,0
100082,auto_invest,1
100082,news_feed,0
100083,advanced_chart,0
100083,auto_invest,0
100083,news_feed,1
100084,advanced_chart,1
100084,auto_invest,1
100084,news_feed,1
100085,advanced_chart,0
100085,auto_invest,0
100085,news_feed,0
100086,advanced_chart,0
100086,auto_invest,0
100086,news_feed,1
100087,advanced_chart,1
100087,auto_invest,1
100087,news_feed,0
100088,advanced_chart,1
100088,auto_invest,1
100088,news_feed,0
100089,advanced_chart,1
100089,auto_invest,0
100089,news_feed,0
100090,advanced_chart,0
100090,auto_invest,0
100090,news_feed,0
100091,advanced_chart,1
100091,auto_invest,1
100091,news_feed,1
100092,advanced_chart,1
100092,auto_invest,0
100092,news_feed,1
100093,advanced_chart,0
100093,auto_invest,0
100093,news_feed,0
100094,advanced_chart,0
100094,auto_invest,0
100094,news_feed,0
100095,advanced_chart,0
100095,auto_invest,1
100095,news_feed,0
100096,advanced_chart,0
100096,auto_invest,0
100096,news_feed,1
100097,advanced_chart,0
100097,auto_invest,0
100097,news_feed,0
100098,advanced_chart,0
100098,auto_invest,0
100098,news_feed,0
100099,advanced_chart,0
100099,auto_invest,0
100099,news_feed,0
100100,advanced_chart,1
100100,auto_invest,0
100100,news_feed,0
100101,advanced_chart,0
100101,auto_invest,1
100101,news_feed,0
100102,advanced_chart,0
100102,auto_invest,1
100102,news_feed,0
100103,advanced_chart,0
100103,auto_invest,0
100103,news_feed,1
100104,advanced_chart,0
100104,auto_invest,1
100104,news_feed,1
100105,advanced_chart,0
100105,auto_invest,0
100105,news_feed,0
100106,advanced_chart,0
100106,auto_invest,0
100106,news_feed,1
100107,advanced_chart,1
100107,auto_invest,1
100107,news_feed,0
100108,advanced_chart,1
100108,auto_invest,1
100108,news_feed,1
100109,advanced_chart,0
100109,auto_invest,1
100109,news_feed,0
100110,advanced_chart,0
100110,auto_invest,0
100110,news_feed,1
100111,advanced_chart,1
100111,auto_invest,0
100111,news_feed,0
100112,advanced_chart,0
100112,auto_invest,0
100112,news_feed,0
100113,advanced_chart,0
100113,auto_invest,1
100113,news_feed,0
100114,advanced_chart,0
100114,auto_invest,0
100114,news_feed,1
100115,advanced_chart,1
100115,auto_invest,1
100115,news_feed,0
100116,advanced_chart,0
100116,auto_invest,0
100116,news_feed,1
100117,advanced_chart,1
100117,auto_invest,1
100117,news_feed,1
100118,advanced_chart,1
100118,auto_invest,0
100118,news_feed,1
100119,advanced_chart,0
100119,auto_invest,0
100119,news_feed,0
100120,advanced_chart,0
100120,auto_invest,0
100120,news_feed,0
100121,advanced_chart,0
100121,auto_invest,0
100121,news_feed,0
100122,advanced_chart,0
100122,auto_invest,0
100122,news_feed,0
100123,advanced_chart,1
100123,auto_invest,1
100123,news_feed,1
100124,advanced_chart,1
100124,auto_invest,0
100124,news_feed,1
100125,advanced_chart,0
100125,auto_invest,0
100125,news_feed,1
100126,advanced_chart,0
100126,auto_invest,1
100126,news_feed,1
100127,advanced_chart,1
100127,auto_invest,1
100127,news_feed,0
100128,advanced_chart,0
100128,auto_invest,0
100128,news_feed,0
100129,advanced_chart,1
100129,auto_invest,1
100129,news_feed,1
100130,advanced_chart,0
100130,auto_invest,0
100130,news_feed,0
100131,advanced_chart,0
100131,auto_invest,1
100131,news_feed,0
100132,advanced_chart,0
100132,auto_invest,0
100132,news_feed,1
100133,advanced_chart,1
100133,auto_invest,0
100133,news_feed,0
100134,advanced_chart,0
100134,auto_invest,0
100134,news_feed,1
100135,advanced_chart,1
100135,auto_invest,0
100135,news_feed,0
100136,advanced_chart,1
100136,auto_invest,0
100136,news_feed,1
100137,advanced_chart,0
100137,auto_invest,0
100137,news_feed,0
100138,advanced_chart,0
100138,auto_invest,1
100138,news_feed,0
100139,advanced_chart,0
100139,auto_invest,0
100139,news_feed,0
100140,advanced_chart,0
100140,auto_invest,0
100140,news_feed,1
100141,advanced_chart,0
100141,auto_invest,0
100141,news_feed,1
100142,advanced_chart,0
100142,auto_invest,1
100142,news_feed,0
100143,advanced_chart,1
100143,auto_invest,1
100143,news_feed,1
100144,advanced_chart,1
100144,auto_invest,0
100144,news_feed,1
100145,advanced_chart,0
100145,auto_invest,0
100145,news_feed,0
100146,advanced_chart,0
100146,auto_invest,0
100146,news_feed,0
100147,advanced_chart,0
100147,auto_invest,1
100147,news_feed,1
100148,advanced_chart,0
100148,auto_invest,0
100148,news_feed,0
100149,advanced_chart,0
100149,auto_invest,0
100149,news_feed,0
100150,advanced_chart,0
100150,auto_invest,1
100150,news_feed,0
100151,advanced_chart,0
100151,auto_invest,0
100151,news_feed,0
100152,advanced_chart,0
100152,auto_invest,1
100152,news_feed,0
100153,advanced_chart,0
100153,auto_invest,1
100153,news_feed,1
100154,advanced_chart,1
100154,auto_invest,0
100154,news_feed,1
100155,advanced_chart,0
100155,auto_invest,0
100155,news_feed,0
100156,advanced_chart,0
100156,auto_invest,0
100156,news_feed,0
100157,advanced_chart,1
100157,auto_invest,1
100157,news_feed,1
100158,advanced_chart,0
100158,auto_invest,1
100158,news_feed,0
100159,advanced_chart,1
100159,auto_invest,0
100159,news_feed,1
100160,advanced_chart,0
100160,auto_invest,1
100160,news_feed,1
100161,advanced_chart,0
100161,auto_invest,0
100161,news_feed,1
100162,advanced_chart,0
100162,auto_invest,1
100162,news_feed,0
100163,advanced_chart,0
100163,auto_invest,0
100163,news_feed,0
100164,advanced_chart,1
100164,auto_invest,0
100164,news_feed,0
100165,advanced_chart,0
100165,auto_invest,0
100165,news_feed,1
100166,advanced_chart,1
100166,auto_invest,0
100166,news_feed,1
100167,advanced_chart,1
100167,auto_invest,0
100167,news_feed,1
100168,advanced_chart,0
100168,auto_invest,0
100168,news_feed,1
100169,advanced_chart,0
100169,auto_invest,1
100169,news_feed,1
100170,advanced_chart,0
100170,auto_invest,1
100170,news_feed,0
100171,advanced_chart,0
100171,auto_invest,1
100171,news_feed,1
100172,advanced_chart,0
100172,auto_invest,0
100172,news_feed,1
100173,advanced_chart,1
100173,auto_invest,1
100173,news_feed,0
100174,advanced_chart,0
100174,auto_invest,0
100174,news_feed,1
100175,advanced_chart,0
100175,auto_invest,0
100175,news_feed,1
100176,advanced_chart,0
100176,auto_invest,1
100176,news_feed,1
100177,advanced_chart,1
100177,auto_invest,0
100177,news_feed,0
100178,advanced_chart,1
100178,auto_invest,1
100178,news_feed,1
100179,advanced_chart,0
100179,auto_invest,1
100179,news_feed,1
100180,advanced_chart,1
100180,auto_invest,1
100180,news_feed,1
100181,advanced_chart,1
100181,auto_invest,0
100181,news_feed,0
100182,advanced_chart,0
100182,auto_invest,0
100182,news_feed,0
100183,advanced_chart,0
100183,auto_invest,0
100183,news_feed,0
100184,advanced_chart,1
100184,auto_invest,1
100184,news_feed,0
100185,advanced_chart,1
100185,auto_invest,0
100185,news_feed,0
100186,advanced_chart,0
100186,auto_invest,0
100186,news_feed,1
100187,advanced_chart,1
100187,auto_invest,0
100187,news_feed,0
100188,advanced_chart,0
100188,auto_invest,0
100188,news_feed,0
100189,advanced_chart,0
100189,auto_invest,1
100189,news_feed,1
100190,advanced_chart,0
100190,auto_invest,1
100190,news_feed,0
100191,advanced_chart,0
100191,auto_invest,0
100191,news_feed,1
100192,advanced_chart,1
100192,auto_invest,1
100192,news_feed,0
100193,advanced_chart,1
100193,auto_invest,0
100193,news_feed,1
100194,advanced_chart,0
100194,auto_invest,0
100194,news_feed,0
100195,advanced_chart,1
100195,auto_invest,0
100195,news_feed,1
100196,advanced_chart,0
100196,auto_invest,1
100196,news_feed,1
100197,advanced_chart,1
100197,auto_invest,0
100197,news_feed,0
100198,advanced_chart,0
100198,auto_invest,1
100198,news_feed,0
100199,advanced_chart,0
100199,auto_invest,0
100199,news_feed,0
100200,advanced_chart,1
100200,auto_invest,0
100200,news_feed,1
100201,advanced_chart,0
100201,auto_invest,0
100201,news_feed,0
100202,advanced_chart,0
100202,auto_invest,0
100202,news_feed,1
100203,advanced_chart,0
100203,auto_invest,1
100203,news_feed,0
100204,advanced_chart,0
100204,auto_invest,1
100204,news_feed,0
100205,advanced_chart,0
100205,auto_invest,0
100205,news_feed,0
100206,advanced_chart,1
100206,auto_invest,0
100206,news_feed,1
100207,advanced_chart,1
100207,auto_invest,0
100207,news_feed,1
100208,advanced_chart,0
100208,auto_invest,1
100208,news_feed,0
100209,advanced_chart,1
100209,auto_invest,0
100209,news_feed,0
100210,advanced_chart,1
100210,auto_invest,1
100210,news_feed,0
100211,advanced_chart,0
100211,auto_invest,1
100211,news_feed,1
100212,advanced_chart,1
100212,auto_invest,1
100212,news_feed,1
100213,advanced_chart,1
100213,auto_invest,0
100213,news_feed,0
100214,advanced_chart,1
100214,auto_invest,1
100214,news_feed,0
100215,advanced_chart,0
100215,auto_invest,1
100215,news_feed,0
100216,advanced_chart,0
100216,auto_invest,0
100216,news_feed,0
100217,advanced_chart,0
100217,auto_invest,0
100217,news_feed,0
100218,advanced_chart,1
100218,auto_invest,0
100218,news_feed,1
100219,advanced_chart,1
100219,auto_invest,0
100219,news_feed,1
100220,advanced_chart,0
100220,auto_invest,1
100220,news_feed,0
100221,advanced_chart,1
100221,auto_invest,1
100221,news_feed,0
100222,advanced_chart,0
100222,auto_invest,1
100222,news_feed,1
100223,advanced_chart,0
100223,auto_invest,1
100223,news_feed,0
100224,advanced_chart,1
100224,auto_invest,0
100224,news_feed,1
100225,advanced_chart,0
100225,auto_invest,0
100225,news_feed,0
100226,advanced_chart,0
100226,auto_invest,0
100226,news_feed,0
100227,advanced_chart,1
100227,auto_invest,0
100227,news_feed,0
100228,advanced_chart,0
100228,auto_invest,0
100228,news_feed,0
100229,advanced_chart,0
100229,auto_invest,0
100229,news_feed,0
100230,advanced_chart,0
100230,auto_invest,0
100230,news_feed,0
100231,advanced_chart,0
100231,auto_invest,1
100231,news_feed,0
100232,advanced_chart,1
100232,auto_invest,0
100232,news_feed,1
100233,advanced_chart,1
100233,auto_invest,0
100233,news_feed,1
100234,advanced_chart,0
100234,auto_invest,0
100234,news_feed,1
100235,advanced_chart,1
100235,auto_invest,0
100235,news_feed,0
100236,advanced_chart,0
100236,auto_invest,0
100236,news_feed,1
100237,advanced_chart,0
100237,auto_invest,0
100237,news_feed,0
100238,advanced_chart,0
100238,auto_invest,0
100238,news_feed,1
100239,advanced_chart,1
100239,auto_invest,1
100239,news_feed,0
100240,advanced_chart,1
100240,auto_invest,1
100240,news_feed,1
100241,advanced_chart,0
100241,auto_invest,0
100241,news_feed,0
100242,advanced_chart,0
100242,auto_invest,0
100242,news_feed,0
100243,advanced_chart,0
100243,auto_invest,1
100243,news_feed,0
100244,advanced_chart,0
100244,auto_invest,1
100244,news_feed,1
100245,advanced_chart,1
100245,auto_invest,1
100245,news_feed,0
100246,advanced_chart,1
100246,auto_invest,0
100246,news_feed,0
100247,advanced_chart,0
100247,auto_invest,0
100247,news_feed,0
100248,advanced_chart,1
100248,auto_invest,1
100248,news_feed,0
100249,advanced_chart,0
100249,auto_invest,1
100249,news_feed,1
100250,advanced_chart,0
100250,auto_invest,1
100250,news_feed,0
100251,advanced_chart,0
100251,auto_invest,1
100251,news_feed,0
100252,advanced_chart,0
100252,auto_invest,1
100252,news_feed,1
100253,advanced_chart,0
100253,auto_invest,0
100253,news_feed,0
100254,advanced_chart,1
100254,auto_invest,0
100254,news_feed,0
100255,advanced_chart,1
100255,auto_invest,0
100255,news_feed,0
100256,advanced_chart,0
100256,auto_invest,1
100256,news_feed,0
100257,advanced_chart,0
100257,auto_invest,1
100257,news_feed,0
100258,advanced_chart,0
100258,auto_invest,0
100258,news_feed,0
100259,advanced_chart,0
100259,auto_invest,0
100259,news_feed,0
100260,advanced_chart,0
100260,auto_invest,1
100260,news_feed,1
100261,advanced_chart,1
100261,auto_invest,1
100261,news_feed,0
100262,advanced_chart,1
100262,auto_invest,0
100262,news_feed,1
100263,advanced_chart,1
100263,auto_invest,1
100263,news_feed,1
100264,advanced_chart,0
100264,auto_invest,0
100264,news_feed,0
100265,advanced_chart,0
100265,auto_invest,0
100265,news_feed,1
100266,advanced_chart,1
100266,auto_invest,0
100266,news_feed,1
100267,advanced_chart,1
100267,auto_invest,1
100267,news_feed,1
100268,advanced_chart,0
100268,auto_invest,1
100268,news_feed,1
100269,advanced_chart,0
100269,auto_invest,0
100269,news_feed,1
100270,advanced_chart,0
100270,auto_invest,1
100270,news_feed,1
100271,advanced_chart,0
100271,auto_invest,0
100271,news_feed,1
100272,advanced_chart,0
100272,auto_invest,0
100272,news_feed,0
100273,advanced_chart,0
100273,auto_invest,1
100273,news_feed,0
100274,advanced_chart,1
100274,auto_invest,0
100274,news_feed,0
100275,advanced_chart,1
100275,auto_invest,1
100275,news_feed,0
100276,advanced_chart,0
100276,auto_invest,0
100276,news_feed,0
100277,advanced_chart,1
100277,auto_invest,0
100277,news_feed,0
100278,advanced_chart,0
100278,auto_invest,1
100278,news_feed,1
100279,advanced_chart,0
100279,auto_invest,1
100279,news_feed,0
100280,advanced_chart,0
100280,auto_invest,1
100280,news_feed,1
100281,advanced_chart,1
100281,auto_invest,0
100281,news_feed,0
100282,advanced_chart,1
100282,auto_invest,0
100282,news_feed,0
100283,advanced_chart,0
100283,auto_invest,1
100283,news_feed,0
100284,advanced_chart,0
100284,auto_invest,1
100284,news_feed,0
100285,advanced_chart,0
100285,auto_invest,0
100285,news_feed,0
100286,advanced_chart,0
100286,auto_invest,0
100286,news_feed,1
100287,advanced_chart,0
100287,auto_invest,1
100287,news_feed,0
100288,advanced_chart,0
100288,auto_invest,0
100288,news_feed,0
100289,advanced_chart,1
100289,auto_invest,0
100289,news_feed,0
100290,advanced_chart,1
100290,auto_invest,1
100290,news_feed,1
100291,advanced_chart,0
100291,auto_invest,1
100291,news_feed,0
100292,advanced_chart,0
100292,auto_invest,0
100292,news_feed,0
100293,advanced_chart,0
100293,auto_invest,0
100293,news_feed,1
100294,advanced_chart,0
100294,auto_invest,0
100294,news_feed,0
100295,advanced_chart,1
100295,auto_invest,0
100295,news_feed,0
100296,advanced_chart,1
100296,auto_invest,1
100296,news_feed,0
100297,advanced_chart,1
100297,auto_invest,1
100297,news_feed,1
100298,advanced_chart,0
100298,auto_invest,1
100298,news_feed,0
100299,advanced_chart,0
100299,auto_invest,0
100299,news_feed,0
100300,advanced_chart,0
100300,auto_invest,1
100300,news_feed,0
100301,advanced_chart,0
100301,auto_invest,0
100301,news_feed,0
100302,advanced_chart,1
100302,auto_invest,0
100302,news_feed,0
100303,advanced_chart,0
100303,auto_invest,0
100303,news_feed,0
100304,advanced_chart,1
100304,auto_invest,1
100304,news_feed,0
100305,advanced_chart,1
100305,auto_invest,1
100305,news_feed,1
100306,advanced_chart,0
100306,auto_invest,0
100306,news_feed,0
100307,advanced_chart,1
100307,auto_invest,1
100307,news_feed,0
100308,advanced_chart,0
100308,auto_invest,1
100308,news_feed,1
100309,advanced_chart,1
100309,auto_invest,1
100309,news_feed,0
100310,advanced_chart,0
100310,auto_invest,1
100310,news_feed,0
100311,advanced_chart,0
100311,auto_invest,1
100311,news_feed,0
100312,advanced_chart,1
100312,auto_invest,0
100312,news_feed,1
100313,advanced_chart,0
100313,auto_invest,0
100313,news_feed,1
100314,advanced_chart,0
100314,auto_invest,1
100314,news_feed,1
100315,advanced_chart,0
100315,auto_invest,0
100315,news_feed,0
100316,advanced_chart,0
100316,auto_invest,1
100316,news_feed,1
100317,advanced_chart,1
100317,auto_invest,1
100317,news_feed,0
100318,advanced_chart,1
100318,auto_invest,1
100318,news_feed,1
100319,advanced_chart,1
100319,auto_invest,0
100319,news_feed,1
100320,advanced_chart,0
100320,auto_invest,0
100320,news_feed,0
100321,advanced_chart,1
100321,auto_invest,1
100321,news_feed,1
100322,advanced_chart,1
100322,auto_invest,0
100322,news_feed,1
100323,advanced_chart,0
100323,auto_invest,0
100323,news_feed,0
100324,advanced_chart,1
100324,auto_invest,1
100324,news_feed,0
100325,advanced_chart,0
100325,auto_invest,1
100325,news_feed,0
100326,advanced_chart,1
100326,auto_invest,1
100326,news_feed,0
100327,advanced_chart,0
100327,auto_invest,1
100327,news_feed,1
100328,advanced_chart,0
100328,auto_invest,1
100328,news_feed,0
100329,advanced_chart,0
100329,auto_invest,1
100329,news_feed,1
100330,advanced_chart,0
100330,auto_invest,1
100330,news_feed,0
100331,advanced_chart,0
100331,auto_invest,0
100331,news_feed,1
100332,advanced_chart,0
100332,auto_invest,0
100332,news_feed,0
100333,advanced_chart,1
100333,auto_invest,1
100333,news_feed,1
100334,advanced_chart,0
100334,auto_invest,1
100334,news_feed,0
100335,advanced_chart,1
100335,auto_invest,1
100335,news_feed,0
100336,advanced_chart,1
100336,auto_invest,0
100336,news_feed,0
100337,advanced_chart,0
100337,auto_invest,0
100337,news_feed,0
100338,advanced_chart,1
100338,auto_invest,0
100338,news_feed,1
100339,advanced_chart,0
100339,auto_invest,0
100339,news_feed,1
100340,advanced_chart,0
100340,auto_invest,0
100340,news_feed,1
100341,advanced_chart,0
100341,auto_invest,0
100341,news_feed,0
100342,advanced_chart,1
100342,auto_invest,1
100342,news_feed,1
100343,advanced_chart,1
100343,auto_invest,0
100343,news_feed,0
100344,advanced_chart,1
100344,auto_invest,0
100344,news_feed,0
100345,advanced_chart,0
100345,auto_invest,0
100345,news_feed,1
100346,advanced_chart,0
100346,auto_invest,0
100346,news_feed,0
100347,advanced_chart,1
100347,auto_invest,0
100347,news_feed,0
100348,advanced_chart,1
100348,auto_invest,1
100348,news_feed,0
100349,advanced_chart,0
100349,auto_invest,0
100349,news_feed,0
100350,advanced_chart,0
100350,auto_invest,0
100350,news_feed,0
100351,advanced_chart,0
100351,auto_invest,1
100351,news_feed,1
100352,advanced_chart,1
100352,auto_invest,0
100352,news_feed,0
100353,advanced_chart,1
100353,auto_invest,0
100353,news_feed,0
100354,advanced_chart,0
100354,auto_invest,1
100354,news_feed,1
100355,advanced_chart,0
100355,auto_invest,0
100355,news_feed,1
100356,advanced_chart,0
100356,auto_invest,1
100356,news_feed,1
100357,advanced_chart,1
100357,auto_invest,0
100357,news_feed,0
100358,advanced_chart,0
100358,auto_invest,1
100358,news_feed,1
100359,advanced_chart,0
100359,auto_invest,0
100359,news_feed,1
100360,advanced_chart,1
100360,auto_invest,1
100360,news_feed,0
100361,advanced_chart,0
100361,auto_invest,1
100361,news_feed,1
100362,advanced_chart,0
100362,auto_invest,0
100362,news_feed,0
100363,advanced_chart,0
100363,auto_invest,0
100363,news_feed,1
100364,advanced_chart,0
100364,auto_invest,1
100364,news_feed,0
100365,advanced_chart,1
100365,auto_invest,1
100365,news_feed,0
100366,advanced_chart,0
100366,auto_invest,0
100366,news_feed,0
100367,advanced_chart,1
100367,auto_invest,1
100367,news_feed,0
100368,advanced_chart,0
100368,auto_invest,0
100368,news_feed,1
100369,advanced_chart,0
100369,auto_invest,0
100369,news_feed,1
100370,advanced_chart,1
100370,auto_invest,0
100370,news_feed,1
100371,advanced_chart,0
100371,auto_invest,0
100371,news_feed,1
100372,advanced_chart,1
100372,auto_invest,0
100372,news_feed,0
100373,advanced_chart,0
100373,auto_invest,0
100373,news_feed,0
100374,advanced_chart,0
100374,auto_invest,0
100374,news_feed,1
100375,advanced_chart,1
100375,auto_invest,1
100375,news_feed,0
100376,advanced_chart,1
100376,auto_invest,1
100376,news_feed,1
100377,advanced_chart,1
100377,auto_invest,1
100377,news_feed,0
100378,advanced_chart,0
100378,auto_invest,1
100378,news_feed,1
100379,advanced_chart,1
100379,auto_invest,0
100379,news_feed,0
100380,advanced_chart,0
100380,auto_invest,1
100380,news_feed,0
100381,advanced_chart,0
100381,auto_invest,0
100381,news_feed,0
100382,advanced_chart,1
100382,auto_invest,1
100382,news_feed,1
100383,advanced_chart,0
100383,auto_invest,1
100383,news_feed,0
100384,advanced_chart,1
100384,auto_invest,0
100384,news_feed,0
100385,advanced_chart,1
100385,auto_invest,1
100385,news_feed,0
100386,advanced_chart,1
100386,auto_invest,0
100386,news_feed,0
100387,advanced_chart,0
100387,auto_invest,0
100387,news_feed,0
100388,advanced_chart,0
100388,auto_invest,0
100388,news_feed,1
100389,advanced_chart,0
100389,auto_invest,1
100389,news_feed,0
100390,advanced_chart,1
100390,auto_invest,0
100390,news_feed,0
100391,advanced_chart,0
100391,auto_invest,0
100391,news_feed,0
100392,advanced_chart,1
100392,auto_invest,1
100392,news_feed,1
100393,advanced_chart,1
100393,auto_invest,0
100393,news_feed,0
100394,advanced_chart,0
100394,auto_invest,0
100394,news_feed,0
100395,advanced_chart,0
100395,auto_invest,0
100395,news_feed,0
100396,advanced_chart,1
100396,auto_invest,1
100396,news_feed,0
100397,advanced_chart,1
100397,auto_invest,1
100397,news_feed,0
100398,advanced_chart,0
100398,auto_invest,0
100398,news_feed,1
100399,advanced_chart,1
100399,auto_invest,0
100399,news_feed,0
100400,advanced_chart,0
100400,auto_invest,0
100400,news_feed,0
100401,advanced_chart,1
100401,auto_invest,1
100401,news_feed,1
100402,advanced_chart,1
100402,auto_invest,1
100402,news_feed,0
100403,advanced_chart,1
100403,auto_invest,0
100403,news_feed,1
100404,advanced_chart,0
100404,auto_invest,1
100404,news_feed,0
100405,advanced_chart,0
100405,auto_invest,0
100405,news_feed,0
100406,advanced_chart,1
100406,auto_invest,1
100406,news_feed,0
100407,advanced_chart,0
100407,auto_invest,0
100407,news_feed,0
100408,advanced_chart,0
100408,auto_invest,1
100408,news_feed,0
100409,advanced_chart,0
100409,auto_invest,0
100409,news_feed,0
100410,advanced_chart,0
100410,auto_invest,1
100410,news_feed,0
100411,advanced_chart,0
100411,auto_invest,0
100411,news_feed,0
100412,advanced_chart,0
100412,auto_invest,1
100412,news_feed,1
100413,advanced_chart,0
100413,auto_invest,0
100413,news_feed,0
100414,advanced_chart,0
100414,auto_invest,1
100414,news_feed,1
100415,advanced_chart,0
100415,auto_invest,0
100415,news_feed,0
100416,advanced_chart,1
100416,auto_invest,1
100416,news_feed,0
100417,advanced_chart,0
100417,auto_invest,1
100417,news_feed,0
100418,advanced_chart,0
100418,auto_invest,0
100418,news_feed,1
100419,advanced_chart,0
100419,auto_invest,0
100419,news_feed,1
100420,advanced_chart,0
100420,auto_invest,0
100420,news_feed,0
100421,advanced_chart,0
100421,auto_invest,1
100421,news_feed,0
100422,advanced_chart,0
100422,auto_invest,0
100422,news_feed,1
100423,advanced_chart,1
