user_id,signup_date,age,region,signup_channel
100097,2025-06-08 08:04:50.974356,24.0,Istanbul,ads
100098,2025-04-14 08:04:50.974356,45.0,Istanbul,organic
100099,2025-03-18 08:04:50.974356,40.0,Ankara,ads
100100,2025-03-18 08:04:50.974356,48.0,Other,organic
100101,2025-07-26 08:04:50.974356,64.0,Istanbul,ads
100102,2025-04-27 08:04:50.974356,41.0,Istanbul,organic
100103,2025-08-23 08:04:50.974356,43.0,Istanbul,organic
100104,2025-07-18 08:04:50.974356,21.0,Istanbul,organic
100105,2025-07-31 08:04:50.974356,51.0,Istanbul,organic
100106,2025-04-15 08:04:50.974356,34.0,Ankara,partner
100107,2025-06-17 08:04:50.974356,68.0,Istanbul,organic
100108,2025-08-16 08:04:50.974356,57.0,Istanbul,organic
100109,2025-03-19 08:04:50.974356,40.0,Other,organic
100110,2025-07-26 08:04:50.974356,22.0,Istanbul,organic
100111,2025-07-11 08:04:50.974356,59.0,Istanbul,organic
100112,2025-03-30 08:04:50.974356,56.0,Istanbul,ads
100113,2025-06-27 08:04:50.974356,25.0,Other,organic
100114,2025-07-22 08:04:50.974356,30.0,Istanbul,partner
100115,2025-05-21 08:04:50.974356,55.0,Other,organic
100116,2025-03-09 08:04:50.974356,25.0,Izmir,organic
100117,2025-05-16 08:04:50.974356,63.0,Istanbul,ads
100118,2025-07-24 08:04:50.974356,36.0,Other,ads
100119,2025-05-19 08:04:50.974356,21.0,Istanbul,organic
100120,2025-03-06 08:04:50.974356,57.0,Istanbul,ads
100121,2025-04-19 08:04:50.974356,33.0,Other,organic
100122,2025-08-27 08:04:50.974356,41.0,Izmir,organic
100123,2025-08-23 08:04:50.974356,22.0,Ankara,ads
100124,2025-04-08 08:04:50.974356,18.0,Istanbul,organic
100125,2025-05-17 08:04:50.974356,46.0,Ankara,organic
100126,2025-08-01 08:04:50.974356,40.0,Izmir,ads
100127,2025-04-13 08:04:50.974356,44.0,Istanbul,partner
100128,2025-08-13 08:04:50.974356,55.0,Istanbul,organic
100129,2025-05-30 08:04:50.974356,47.0,Istanbul,organic
100130,2025-07-17 08:04:50.974356,25.0,Istanbul,organic
100131,2025-04-26 08:04:50.974356,33.0,Other,partner
100132,2025-03-02 08:04:50.974356,63.0,Istanbul,ads
100133,2025-06-26 08:04:50.974356,54.0,Other,organic
100134,2025-05-24 08:04:50.974356,42.0,Istanbul,organic
100135,2025-07-07 08:04:50.974356,28.0,Izmir,organic
100136,2025-05-24 08:04:50.974356,30.0,Istanbul,ads
100137,2025-04-18 08:04:50.974356,52.0,Istanbul,ads
100138,2025-03-30 08:04:50.974356,59.0,Istanbul,ads
100139,2025-04-07 08:04:50.974356,48.0,Istanbul,partner
100140,2025-03-10 08:04:50.974356,56.0,Ankara,organic
100141,2025-07-30 08:04:50.974356,54.0,Other,organic
100142,2025-07-23 08:04:50.974356,23.0,Izmir,organic
100143,2025-08-15 08:04:50.974356,36.0,Istanbul,organic
100144,2025-03-21 08:04:50.974356,24.0,Istanbul,organic
100145,2025-06-18 08:04:50.974356,27.0,Istanbul,organic
100146,2025-06-03 08:04:50.974356,60.0,Ankara,ads
100147,2025-07-31 08:04:50.974356,38.0,Izmir,ads
100148,2025-06-23 08:04:50.974356,41.0,Other,organic
100149,2025-03-11 08:04:50.974356,25.0,Istanbul,organic
100150,2025-07-14 08:04:50.974356,30.0,Ankara,organic
100151,2025-06-27 08:04:50.974356,27.0,Ankara,ads
100152,2025-04-16 08:04:50.974356,26.0,Izmir,ads
100153,2025-07-31 08:04:50.974356,46.0,Ankara,organic
100154,2025-07-31 08:04:50.974356,28.0,Izmir,organic
100155,2025-05-12 08:04:50.974356,46.0,Izmir,organic
100156,2025-07-15 08:04:50.974356,20.0,Istanbul,organic
100157,2025-06-05 08:04:50.974356,23.0,Izmir,organic
100158,2025-07-29 08:04:50.974356,29.0,Istanbul,ads
100159,2025-06-14 08:04:50.974356,44.0,Izmir,ads
100160,2025-04-22 08:04:50.974356,48.0,Istanbul,organic
100161,2025-05-28 08:04:50.974356,36.0,Ankara,ads
100162,2025-04-21 08:04:50.974356,37.0,Other,partner
100163,2025-04-29 08:04:50.974356,51.0,Other,organic
100164,2025-08-01 08:04:50.974356,18.0,Other,organic
100165,2025-04-29 08:04:50.974356,32.0,Ankara,partner
100166,2025-05-04 08:04:50.974356,57.0,Izmir,organic
100167,2025-08-25 08:04:50.974356,44.0,Ankara,partner
100168,2025-05-17 08:04:50.974356,32.0,Other,partner
100169,2025-03-26 08:04:50.974356,63.0,Istanbul,ads
100170,2025-04-13 08:04:50.974356,54.0,Other,ads
100171,2025-06-27 08:04:50.974356,28.0,Other,ads
100172,2025-03-16 08:04:50.974356,47.0,Izmir,ads
100173,2025-07-08 08:04:50.974356,44.0,Istanbul,organic
100174,2025-03-09 08:04:50.974356,34.0,Istanbul,organic
100175,2025-03-29 08:04:50.974356,33.0,Other,organic
100176,2025-06-30 08:04:50.974356,32.0,Istanbul,ads
100177,2025-05-02 08:04:50.974356,45.0,Other,organic
100178,2025-03-21 08:04:50.974356,36.0,Ankara,organic
100179,2025-05-24 08:04:50.974356,58.0,Istanbul,organic
100180,2025-03-01 08:04:50.974356,48.0,Other,ads
100181,2025-05-07 08:04:50.974356,20.0,Ankara,partner
100182,2025-06-27 08:04:50.974356,46.0,Ankara,partner
100183,2025-07-07 08:04:50.974356,29.0,Ankara,organic
100184,2025-08-16 08:04:50.974356,44.0,Istanbul,ads
100185,2025-07-20 08:04:50.974356,49.0,Izmir,ads
100186,2025-04-20 08:04:50.974356,27.0,Istanbul,organic
100187,2025-04-19 08:04:50.974356,37.0,Other,organic
100188,2025-05-07 08:04:50.974356,25.0,Other,organic
100189,2025-05-19 08:04:50.974356,20.0,Istanbul,partner
100190,2025-05-07 08:04:50.974356,33.0,Izmir,organic
100191,2025-06-08 08:04:50.974356,33.0,Ankara,organic
100192,2025-05-07 08:04:50.974356,69.0,Istanbul,ads
100193,2025-08-26 08:04:50.974356,37.0,Other,organic
100194,2025-04-20 08:04:50.974356,31.0,Istanbul,organic
100195,2025-07-05 08:04:50.974356,43.0,Istanbul,ads
100196,2025-06-02 08:04:50.974356,21.0,Ankara,organic
100197,2025-04-21 08:04:50.974356,67.0,Ankara,ads
100198,2025-04-03 08:04:50.974356,46.0,Ankara,organic
100199,2025-04-24 08:04:50.974356,53.0,Izmir,ads
100200,2025-04-20 08:04:50.974356,24.0,Ankara,ads
100201,2025-07-06 08:04:50.974356,35.0,Ankara,organic
100202,2025-03-09 08:04:50.974356,35.0,Istanbul,organic
100203,2025-03-21 08:04:50.974356,57.0,Istanbul,ads
100204,2025-03-21 08:04:50.974356,18.0,Istanbul,ads
100205,2025-06-21 08:04:50.974356,30.0,Istanbul,ads
100206,2025-04-27 08:04:50.974356,68.0,Ankara,ads
100207,2025-04-05 08:04:50.974356,38.0,Istanbul,organic
100208,2025-07-21 08:04:50.974356,34.0,Istanbul,organic
100209,2025-08-04 08:04:50.974356,22.0,Istanbul,partner
100210,2025-06-20 08:04:50.974356,68.0,Other,organic
100211,2025-05-04 08:04:50.974356,18.0,Other,organic
100212,2025-05-22 08:04:50.974356,52.0,Ankara,organic
100213,2025-04-11 08:04:50.974356,54.0,Other,organic
100214,2025-04-06 08:04:50.974356,27.0,Izmir,organic
100215,2025-05-23 08:04:50.974356,48.0,Ankara,partner
100216,2025-04-26 08:04:50.974356,21.0,Istanbul,organic
100217,2025-06-19 08:04:50.974356,28.0,Izmir,organic
100218,2025-05-27 08:04:50.974356,55.0,Izmir,partner
100219,2025-08-25 08:04:50.974356,60.0,Ankara,partner
100220,2025-04-02 08:04:50.974356,45.0,Izmir,organic
100221,2025-03-17 08:04:50.974356,40.0,Ankara,organic
100222,2025-04-03 08:04:50.974356,24.0,Izmir,ads
100223,2025-05-30 08:04:50.974356,20.0,Other,ads
100224,2025-04-03 08:04:50.974356,22.0,Istanbul,ads
100225,2025-04-02 08:04:50.974356,27.0,Izmir,ads
100226,2025-05-24 08:04:50.974356,32.0,Ankara,ads
100227,2025-07-07 08:04:50.974356,34.0,Izmir,organic
100228,2025-03-20 08:04:50.974356,32.0,Izmir,ads
100229,2025-03-13 08:04:50.974356,27.0,Istanbul,organic
100230,2025-04-22 08:04:50.974356,40.0,Ankara,ads
100231,2025-07-20 08:04:50.974356,57.0,Istanbul,ads
100232,2025-06-07 08:04:50.974356,29.0,Izmir,organic
100233,2025-05-16 08:04:50.974356,65.0,Ankara,organic
100234,2025-04-21 08:04:50.974356,60.0,Izmir,organic
100235,2025-08-17 08:04:50.974356,24.0,Istanbul,organic
100236,2025-03-03 08:04:50.974356,55.0,Ankara,ads
100237,2025-03-30 08:04:50.974356,43.0,Istanbul,organic
100238,2025-03-22 08:04:50.974356,43.0,Other,ads
100239,2025-07-17 08:04:50.974356,34.0,Other,organic
100240,2025-05-21 08:04:50.974356,39.0,Other,ads
100241,2025-08-21 08:04:50.974356,34.0,Izmir,ads
100242,2025-04-06 08:04:50.974356,41.0,Izmir,ads
100243,2025-05-30 08:04:50.974356,46.0,Istanbul,organic
100244,2025-05-08 08:04:50.974356,48.0,Istanbul,partner
100245,2025-06-29 08:04:50.974356,41.0,Ankara,organic
100246,2025-05-07 08:04:50.974356,51.0,Izmir,organic
100247,2025-08-26 08:04:50.974356,23.0,Other,organic
100248,2025-04-21 08:04:50.974356,26.0,Istanbul,organic
100249,2025-07-11 08:04:50.974356,57.0,Other,partner
100250,2025-04-10 08:04:50.974356,31.0,Izmir,organic
100251,2025-07-22 08:04:50.974356,18.0,Ankara,ads
100252,2025-03-21 08:04:50.974356,24.0,Istanbul,ads
100253,2025-08-19 08:04:50.974356,27.0,Istanbul,organic
100254,2025-05-21 08:04:50.974356,66.0,Ankara,ads
100255,2025-04-03 08:04:50.974356,43.0,Izmir,organic
100256,2025-07-11 08:04:50.974356,64.0,Istanbul,organic
100257,2025-04-19 08:04:50.974356,43.0,Ankara,organic
100258,2025-04-02 08:04:50.974356,38.0,Other,partner
100259,2025-03-29 08:04:50.974356,31.0,Other,partner
100260,2025-07-05 08:04:50.974356,45.0,Other,organic
100261,2025-04-30 08:04:50.974356,23.0,Istanbul,organic
100262,2025-03-20 08:04:50.974356,62.0,Istanbul,ads
100263,2025-03-29 08:04:50.974356,57.0,Izmir,organic
100264,2025-05-04 08:04:50.974356,31.0,Istanbul,ads
100265,2025-06-14 08:04:50.974356,66.0,Istanbul,organic
100266,2025-05-07 08:04:50.974356,57.0,Istanbul,organic
100267,2025-03-17 08:04:50.974356,48.0,Istanbul,ads
100268,2025-03-15 08:04:50.974356,22.0,Istanbul,organic
100269,2025-05-16 08:04:50.974356,38.0,Istanbul,partner
100270,2025-06-05 08:04:50.974356,40.0,Istanbul,partner
100271,2025-05-08 08:04:50.974356,27.0,Istanbul,organic
100272,2025-05-21 08:04:50.974356,21.0,Ankara,organic
100273,2025-03-28 08:04:50.974356,54.0,Ankara,partner
100274,2025-05-27 08:04:50.974356,22.0,Izmir,partner
100275,2025-04-04 08:04:50.974356,44.0,Istanbul,organic
100276,2025-04-22 08:04:50.974356,65.0,Istanbul,ads
100277,2025-05-10 08:04:50.974356,61.0,Ankara,organic
100278,2025-06-07 08:04:50.974356,29.0,Ankara,organic
100279,2025-07-05 08:04:50.974356,59.0,Ankara,ads
100280,2025-03-18 08:04:50.974356,18.0,Istanbul,organic
100281,2025-03-12 08:04:50.974356,18.0,Other,partner
100282,2025-03-20 08:04:50.974356,44.0,Istanbul,organic
100283,2025-06-21 08:04:50.974356,33.0,Ankara,ads
100284,2025-07-26 08:04:50.974356,34.0,Izmir,organic
100285,2025-04-08 08:04:50.974356,42.0,Ankara,organic
100286,2025-08-07 08:04:50.974356,25.0,Istanbul,ads
100287,2025-07-11 08:04:50.974356,26.0,Istanbul,organic
100288,2025-04-02 08:04:50.974356,38.0,Izmir,organic
100289,2025-04-22 08:04:50.974356,53.0,Istanbul,organic
100290,2025-04-14 08:04:50.974356,45.0,Istanbul,organic
100291,2025-04-15 08:04:50.974356,30.0,Istanbul,ads
100292,2025-04-05 08:04:50.974356,36.0,Other,organic
100293,2025-04-22 08:04:50.974356,24.0,Istanbul,organic
100294,2025-07-26 08:04:50.974356,20.0,Other,organic
100295,2025-03-05 08:04:50.974356,55.0,Ankara,organic
100296,2025-05-05 08:04:50.974356,28.0,Other,organic
100297,2025-05-01 08:04:50.974356,25.0,Other,organic
100298,2025-08-06 08:04:50.974356,49.0,Ankara,organic
100299,2025-03-23 08:04:50.974356,45.0,Istanbul,ads
100300,2025-07-21 08:04:50.974356,46.0,Istanbul,ads
100301,2025-05-11 08:04:50.974356,27.0,Istanbul,organic
100302,2025-07-08 08:04:50.974356,27.0,Izmir,organic
100303,2025-08-20 08:04:50.974356,26.0,Istanbul,organic
100304,2025-08-01 08:04:50.974356,24.0,Istanbul,organic
100305,2025-08-01 08:04:50.974356,47.0,Istanbul,organic
100306,2025-08-07 08:04:50.974356,59.0,Other,organic
100307,2025-07-29 08:04:50.974356,51.0,Istanbul,organic
100308,2025-05-23 08:04:50.974356,55.0,Istanbul,organic
100309,2025-07-31 08:04:50.974356,35.0,Istanbul,organic
100310,2025-05-09 08:04:50.974356,47.0,Other,organic
100311,2025-06-28 08:04:50.974356,32.0,Ankara,organic
100312,2025-07-11 08:04:50.974356,40.0,Istanbul,organic
100313,2025-04-03 08:04:50.974356,38.0,Istanbul,organic
100314,2025-08-24 08:04:50.974356,25.0,Istanbul,organic
100315,2025-07-24 08:04:50.974356,34.0,Istanbul,organic
100316,2025-07-10 08:04:50.974356,67.0,Other,organic
100317,2025-08-11 08:04:50.974356,28.0,Izmir,organic
100318,2025-03-09 08:04:50.974356,23.0,Ankara,organic
100319,2025-03-23 08:04:50.974356,35.0,Other,organic
100320,2025-07-13 08:04:50.974356,55.0,Istanbul,organic
100321,2025-05-03 08:04:50.974356,43.0,Izmir,ads
100322,2025-08-22 08:04:50.974356,49.0,Other,organic
100323,2025-05-21 08:04:50.974356,25.0,Istanbul,organic
100324,2025-04-26 08:04:50.974356,45.0,Izmir,ads
100325,2025-07-22 08:04:50.974356,31.0,Istanbul,organic
100326,2025-08-04 08:04:50.974356,58.0,Istanbul,organic
100327,2025-05-27 08:04:50.974356,46.0,Istanbul,ads
100328,2025-07-13 08:04:50.974356,26.0,Istanbul,ads
100329,2025-05-25 08:04:50.974356,20.0,Izmir,organic
100330,2025-05-21 08:04:50.974356,19.0,Other,organic
100331,2025-05-04 08:04:50.974356,33.0,Ankara,organic
100332,2025-03-21 08:04:50.974356,28.0,Other,organic
100333,2025-03-20 08:04:50.974356,47.0,Other,organic
100334,2025-06-22 08:04:50.974356,39.0,Istanbul,organic
100335,2025-04-22 08:04:50.974356,28.0,Ankara,organic
100336,2025-08-10 08:04:50.974356,23.0,Istanbul,partner
100337,2025-08-03 08:04:50.974356,23.0,Izmir,partner
100338,2025-07-05 08:04:50.974356,60.0,Other,organic
100339,2025-07-01 08:04:50.974356,27.0,Istanbul,ads
100340,2025-06-22 08:04:50.974356,47.0,Izmir,organic
100341,2025-05-16 08:04:50.974356,56.0,Ankara,ads
100342,2025-03-07 08:04:50.974356,45.0,Ankara,organic
100343,2025-08-04 08:04:50.974356,59.0,Istanbul,organic
100344,2025-05-06 08:04:50.974356,34.0,Istanbul,organic
100345,2025-07-27 08:04:50.974356,66.0,Istanbul,organic
100346,2025-03-06 08:04:50.974356,23.0,Istanbul,organic
100347,2025-06-03 08:04:50.974356,22.0,Istanbul,ads
100348,2025-03-30 08:04:50.974356,47.0,Ankara,ads
100349,2025-04-23 08:04:50.974356,65.0,Istanbul,organic
100350,2025-03-26 08:04:50.974356,56.0,Other,organic
100351,2025-04-20 08:04:50.974356,21.0,Ankara,organic
100352,2025-08-11 08:04:50.974356,29.0,Izmir,ads
100353,2025-05-16 08:04:50.974356,64.0,Istanbul,partner
100354,2025-03-20 08:04:50.974356,28.0,Ankara,partner
100355,2025-04-13 08:04:50.974356,54.0,Other,ads
100356,2025-07-16 08:04:50.974356,57.0,Istanbul,organic
100357,2025-03-05 08:04:50.974356,39.0,Istanbul,organic
100358,2025-07-20 08:04:50.974356,34.0,Izmir,organic
100359,2025-03-11 08:04:50.974356,37.0,Istanbul,partner
100360,2025-08-02 08:04:50.974356,27.0,Istanbul,organic
100361,2025-05-21 08:04:50.974356,61.0,Istanbul,organic
100362,2025-07-09 08:04:50.974356,37.0,Istanbul,ads
100363,2025-03-28 08:04:50.974356,61.0,Ankara,organic
100364,2025-03-29 08:04:50.974356,22.0,Istanbul,organic
100365,2025-08-15 08:04:50.974356,69.0,Other,ads
100366,2025-06-29 08:04:50.974356,36.0,Izmir,organic
100367,2025-04-15 08:04:50.974356,19.0,Izmir,organic
100368,2025-07-02 08:04:50.974356,19.0,Ankara,ads
100369,2025-07-23 08:04:50.974356,52.0,Other,ads
100370,2025-03-08 08:04:50.974356,47.0,Istanbul,partner
100371,2025-08-08 08:04:50.974356,56.0,Other,organic
100372,2025-06-24 08:04:50.974356,22.0,Izmir,organic
100373,2025-08-20 08:04:50.974356,19.0,Izmir,ads
100374,2025-04-06 08:04:50.974356,40.0,Ankara,organic
100375,2025-04-08 08:04:50.974356,34.0,Istanbul,organic
100376,2025-05-05 08:04:50.974356,37.0,Istanbul,ads
100377,2025-04-07 08:04:50.974356,69.0,Izmir,organic
100378,2025-05-28 08:04:50.974356,67.0,Istanbul,organic
100379,2025-05-22 08:04:50.974356,65.0,Izmir,organic
100380,2025-06-23 08:04:50.974356,55.0,Istanbul,organic
100381,2025-07-27 08:04:50.974356,32.0,Istanbul,organic
100382,2025-06-03 08:04:50.974356,35.0,Istanbul,organic
100383,2025-07-08 08:04:50.974356,42.0,Istanbul,ads
100384,2025-03-28 08:04:50.974356,58.0,Ankara,partner
100385,2025-06-26 08:04:50.974356,20.0,Istanbul,organic
100386,2025-04-25 08:04:50.974356,36.0,Other,organic
100387,2025-03-31 08:04:50.974356,21.0,Ankara,organic
100388,2025-07-01 08:04:50.974356,40.0,Istanbul,organic
100389,2025-07-01 08:04:50.974356,62.0,Izmir,ads
100390,2025-06-03 08:04:50.974356,55.0,Other,ads
100391,2025-07-10 08:04:50.974356,27.0,Izmir,ads
100392,2025-03-01 08:04:50.974356,68.0,Istanbul,organic
100393,2025-03-11 08:04:50.974356,48.0,Other,organic
100394,2025-06-19 08:04:50.974356,18.0,Izmir,organic
100395,2025-08-13 08:04:50.974356,28.0,Istanbul,organic
100396,2025-07-05 08:04:50.974356,28.0,Istanbul,ads
100397,2025-05-19 08:04:50.974356,20.0,Ankara,partner
100398,2025-08-20 08:04:50.974356,66.0,Istanbul,organic
100399,2025-07-06 08:04:50.974356,38.0,Other,ads
100400,2025-06-29 08:04:50.974356,62.0,Istanbul,organic
100401,2025-05-12 08:04:50.974356,31.0,Other,organic
100402,2025-08-23 08:04:50.974356,22.0,Ankara,organic
100403,2025-05-17 08:04:50.974356,38.0,Istanbul,organic
100404,2025-08-22 08:04:50.974356,22.0,Istanbul,organic
100405,2025-05-11 08:04:50.974356,39.0,Ankara,ads
100406,2025-05-04 08:04:50.974356,64.0,Izmir,ads
100407,2025-05-26 08:04:50.974356,40.0,Izmir,organic
100408,2025-07-12 08:04:50.974356,45.0,Istanbul,organic
100409,2025-05-21 08:04:50.974356,24.0,Istanbul,ads
100410,2025-07-04 08:04:50.974356,19.0,Istanbul,ads
100411,2025-03-13 08:04:50.974356,22.0,Izmir,ads
100412,2025-07-07 08:04:50.974356,44.0,Istanbul,organic
100413,2025-04-06 08:04:50.974356,21.0,Istanbul,partner
100414,2025-08-15 08:04:50.974356,33.0,Ankara,organic
100415,2025-05-06 08:04:50.974356,42.0,Other,ads
100416,2025-04-26 08:04:50.974356,34.0,Istanbul,organic
100417,2025-05-14 08:04:50.974356,24.0,Istanbul,ads
100418,2025-03-23 08:04:50.974356,29.0,Izmir,organic
100419,2025-04-03 08:04:50.974356,64.0,Ankara,organic
100420,2025-04-05 08:04:50.974356,48.0,Istanbul,organic
100421,2025-04-30 08:04:50.974356,39.0,Other,organic
100422,2025-06-26 08:04:50.974356,18.0,Other,ads
100423,2025-08-09 08:04:50.974356,69.0,Istanbul,ads
100424,2025-05-28 08:04:50.974356,48.0,Istanbul,partner
100425,2025-07-01 08:04:50.974356,31.0,Ankara,organic
100426,2025-05-30 08:04:50.974356,61.0,Izmir,ads
100427,2025-05-03 08:04:50.974356,28.0,Istanbul,ads
100428,2025-06-27 08:04:50.974356,41.0,Izmir,organic
100429,2025-08-05 08:04:50.974356,46.0,Ankara,organic
100430,2025-04-23 08:04:50.974356,26.0,Istanbul,ads
100431,2025-04-13 08:04:50.974356,68.0,Izmir,partner
100432,2025-04-10 08:04:50.974356,53.0,Other,ads
100433,2025-04-21 08:04:50.974356,42.0,Istanbul,organic
100434,2025-07-01 08:04:50.974356,25.0,Istanbul,organic
100435,2025-04-28 08:04:50.974356,20.0,Istanbul,organic
100436,2025-08-27 08:04:50.974356,31.0,Other,ads
100437,2025-07-25 08:04:50.974356,53.0,Other,ads
100438,2025-05-24 08:04:50.974356,29.0,Istanbul,organic
100439,2025-04-24 08:04:50.974356,41.0,Izmir,ads
100440,2025-05-02 08:04:50.974356,51.0,Ankara,organic
100441,2025-07-11 08:04:50.974356,22.0,Ankara,partner
100442,2025-05-31 08:04:50.974356,49.0,Istanbul,organic
100443,2025-05-03 08:04:50.974356,21.0,Istanbul,organic
100444,2025-04-21 08:04:50.974356,67.0,Istanbul,organic
100445,2025-08-12 08:04:50.974356,39.0,Ankara,organic
100446,2025-06-20 08:04:50.974356,24.0,Istanbul,organic
100447,2025-08-06 08:04:50.974356,32.0,Other,organic
100448,2025-05-27 08:04:50.974356,35.0,Istanbul,organic
