transaction_id,user_id,transaction_date,amount,transaction_type,used_instant_transfer
2000180,100064.0,2025-10-18 08:04:50.974356,62.78,spend,False
2000181,100064.0,2025-11-08 08:04:50.974356,22.56,transfer,False
2000182,100065.0,2025-05-30 08:04:50.974356,11.44,transfer,True
2000183,100065.0,2025-05-04 08:04:50.974356,41.12,spend,False
2000184,100065.0,2025-06-30 08:04:50.974356,4.99,spend,False
2000185,100066.0,2025-08-10 08:04:50.974356,31.92,transfer,False
2000186,100066.0,2025-07-06 08:04:50.974356,29.02,transfer,True
2000187,100066.0,2025-10-18 08:04:50.974356,40.56,transfer,True
2000188,100066.0,2025-08-17 08:04:50.974356,8.92,spend,False
2000189,100066.0,2025-10-27 08:04:50.974356,9.75,transfer,False
2000190,100067.0,2025-05-31 08:04:50.974356,4.76,spend,False
2000191,100068.0,2025-10-20 08:04:50.974356,19.83,hold,False
2000192,100068.0,2025-09-16 08:04:50.974356,50.68,transfer,False
2000193,100069.0,2025-10-20 08:04:50.974356,41.04,hold,False
2000194,100069.0,2025-09-12 08:04:50.974356,22.28,transfer,False
2000195,100070.0,2025-04-20 08:04:50.974356,65.37,spend,False
2000196,100070.0,2025-05-17 08:04:50.974356,17.21,hold,False
2000197,100070.0,2025-06-22 08:04:50.974356,30.04,spend,False
2000198,100071.0,2025-09-23 08:04:50.974356,19.54,hold,False
2000199,100072.0,2025-04-28 08:04:50.974356,11.92,hold,False
2000200,100072.0,2025-05-21 08:04:50.974356,20.82,spend,False
2000201,100072.0,2025-04-03 08:04:50.974356,16.18,transfer,False
2000202,100072.0,2025-04-25 08:04:50.974356,5.84,spend,False
2000203,100072.0,2025-06-07 08:04:50.974356,9.93,hold,False
2000204,100072.0,2025-05-09 08:04:50.974356,24.91,transfer,False
2000205,100073.0,2025-09-06 08:04:50.974356,4.89,transfer,False
2000206,100073.0,2025-12-06 08:04:50.974356,80.86,hold,False
2000207,100073.0,2025-10-01 08:04:50.974356,19.15,spend,False
2000208,100074.0,2025-05-31 08:04:50.974356,5.15,spend,False
2000209,100074.0,2025-06-17 08:04:50.974356,34.65,transfer,False
2000210,100075.0,2025-07-17 08:04:50.974356,43.38,transfer,True
2000211,100075.0,2025-10-26 08:04:50.974356,9.67,spend,False
2000212,100075.0,2025-08-26 08:04:50.974356,3.66,spend,False
2000213,100075.0,2025-10-09 08:04:50.974356,27.08,spend,False
2000214,100075.0,2025-07-13 08:04:50.974356,64.35,transfer,False
2000215,100075.0,2025-10-14 08:04:50.974356,17.57,spend,False
2000216,100075.0,2025-08-19 08:04:50.974356,39.4,hold,False
2000217,100076.0,2025-10-05 08:04:50.974356,11.74,spend,False
2000218,100076.0,2025-11-08 08:04:50.974356,22.38,transfer,False
2000219,100077.0,2025-08-14 08:04:50.974356,32.38,transfer,False
2000220,100077.0,2025-11-05 08:04:50.974356,8.09,transfer,False
2000221,100077.0,2025-09-04 08:04:50.974356,24.68,transfer,True
2000222,100078.0,2025-08-02 08:04:50.974356,15.25,hold,False
2000223,100078.0,2025-09-02 08:04:50.974356,18.37,spend,False
2000224,100078.0,2025-09-09 08:04:50.974356,25.52,spend,False
2000225,100079.0,2025-06-04 08:04:50.974356,28.1,hold,False
2000226,100079.0,2025-06-21 08:04:50.974356,21.77,transfer,False
2000227,100079.0,2025-06-22 08:04:50.974356,24.75,transfer,False
2000228,100080.0,2025-08-19 08:04:50.974356,29.51,transfer,False
2000229,100080.0,2025-07-20 08:04:50.974356,19.04,hold,False
2000230,100081.0,2025-10-18 08:04:50.974356,19.67,hold,False
2000231,100082.0,2025-04-28 08:04:50.974356,13.29,transfer,False
2000232,100082.0,2025-05-19 08:04:50.974356,9.58,spend,False
2000233,100082.0,2025-07-22 08:04:50.974356,29.33,hold,False
2000234,100082.0,2025-07-21 08:04:50.974356,11.45,transfer,False
2000235,100082.0,2025-06-15 08:04:50.974356,30.46,spend,False
2000236,100082.0,2025-05-07 08:04:50.974356,8.47,hold,False
2000237,100083.0,2025-08-02 08:04:50.974356,52.08,transfer,False
2000238,100083.0,2025-07-19 08:04:50.974356,17.86,transfer,True
2000239,100084.0,2025-08-11 08:04:50.974356,63.27,transfer,False
2000240,100084.0,2025-09-16 08:04:50.974356,25.22,transfer,False
2000241,100084.0,2025-08-20 08:04:50.974356,24.01,transfer,False
2000242,100084.0,2025-11-01 08:04:50.974356,44.11,transfer,False
2000243,100085.0,2025-05-11 08:04:50.974356,5.08,transfer,True
2000244,100085.0,2025-05-25 08:04:50.974356,5.68,transfer,False
2000245,100085.0,2025-07-06 08:04:50.974356,38.45,transfer,False
2000246,100085.0,2025-05-04 08:04:50.974356,26.19,transfer,False
2000247,100085.0,2025-07-06 08:04:50.974356,18.92,hold,False
2000248,100085.0,2025-03-25 08:04:50.974356,32.5,transfer,False
2000249,100086.0,2025-09-09 08:04:50.974356,41.07,spend,False
2000250,100086.0,2025-11-15 08:04:50.974356,10.88,transfer,False
2000251,100086.0,2025-09-04 08:04:50.974356,34.33,transfer,False
2000252,100087.0,2025-08-27 08:04:50.974356,33.02,transfer,False
2000253,100087.0,2025-07-22 08:04:50.974356,7.43,hold,False
2000254,100087.0,2025-09-04 08:04:50.974356,5.15,spend,False
2000255,100088.0,2025-07-08 08:04:50.974356,19.71,hold,False
2000256,100088.0,2025-10-06 08:04:50.974356,10.33,transfer,False
2000257,100088.0,2025-06-24 08:04:50.974356,40.66,transfer,False
2000258,100089.0,2025-07-29 08:04:50.974356,22.77,hold,False
2000259,100089.0,2025-07-26 08:04:50.974356,28.53,transfer,False
2000260,100089.0,2025-08-10 08:04:50.974356,29.7,transfer,False
2000261,100090.0,2025-10-04 08:04:50.974356,40.94,spend,False
2000262,100091.0,2025-08-31 08:04:50.974356,12.36,transfer,False
2000263,100091.0,2025-12-16 08:04:50.974356,10.06,spend,False
2000264,100091.0,2025-08-30 08:04:50.974356,18.15,transfer,False
2000265,100091.0,2025-10-15 08:04:50.974356,28.6,transfer,False
2000266,100091.0,2025-10-21 08:04:50.974356,6.38,spend,False
2000267,100092.0,2025-07-23 08:04:50.974356,217.73,transfer,False
2000268,100092.0,2025-06-15 08:04:50.974356,18.37,transfer,True
2000269,100092.0,2025-08-22 08:04:50.974356,6.07,hold,False
2000270,100092.0,2025-08-19 08:04:50.974356,19.89,transfer,False
2000271,100093.0,2025-05-07 08:04:50.974356,42.2,transfer,True
2000272,100093.0,2025-07-30 08:04:50.974356,4.87,transfer,False
2000273,100093.0,2025-06-01 08:04:50.974356,7.4,hold,False
2000274,100093.0,2025-07-03 08:04:50.974356,39.22,hold,False
2000275,100093.0,2025-07-19 08:04:50.974356,21.62,transfer,False
2000276,100094.0,2025-05-20 08:04:50.974356,29.4,spend,False
2000277,100094.0,2025-06-16 08:04:50.974356,10.91,spend,False
2000278,100094.0,2025-07-20 08:04:50.974356,20.18,transfer,False
2000279,100094.0,2025-05-31 08:04:50.974356,42.92,spend,False
2000280,100095.0,2025-07-26 08:04:50.974356,17.4,spend,False
2000281,100095.0,2025-07-25 08:04:50.974356,27.86,transfer,False
2000282,100095.0,2025-07-19 08:04:50.974356,34.24,transfer,False
2000283,100095.0,2025-09-24 08:04:50.974356,10.08,transfer,False
2000284,100095.0,2025-09-04 08:04:50.974356,39.5,transfer,False
2000285,100096.0,2025-05-15 08:04:50.974356,5.58,hold,False
2000286,100096.0,2025-08-03 08:04:50.974356,4.36,hold,False
2000287,100097.0,2025-08-27 08:04:50.974356,14.45,transfer,False
2000288,100097.0,2025-07-25 08:04:50.974356,30.97,spend,False
2000289,100097.0,2025-09-09 08:04:50.974356,25.05,spend,False
2000290,100097.0,2025-07-03 08:04:50.974356,102.91,transfer,True
2000291,100097.0,2025-07-14 08:04:50.974356,16.23,hold,False
2000292,100097.0,2025-08-31 08:04:50.974356,9.17,spend,False
2000293,100098.0,2025-06-16 08:04:50.974356,11.6,hold,False
2000294,100099.0,2025-07-12 08:04:50.974356,50.94,hold,False
2000295,100099.0,2025-06-20 08:04:50.974356,24.68,spend,False
2000296,100099.0,2025-04-03 08:04:50.974356,12.13,transfer,False
2000297,100099.0,2025-05-08 08:04:50.974356,1.04,hold,False
2000298,100100.0,2025-07-13 08:04:50.974356,21.33,transfer,False
2000299,100100.0,2025-07-13 08:04:50.974356,22.07,hold,False
2000300,100100.0,2025-06-05 08:04:50.974356,6.01,transfer,False
2000301,100101.0,2025-08-26 08:04:50.974356,5.72,transfer,False
2000302,100101.0,2025-10-21 08:04:50.974356,16.57,hold,False
2000303,100101.0,2025-09-17 08:04:50.974356,16.55,transfer,False
2000304,100101.0,2025-10-21 08:04:50.974356,8.63,transfer,False
2000305,100101.0,2025-10-09 08:04:50.974356,34.31,transfer,False
2000306,100102.0,2025-05-21 08:04:50.974356,49.39,hold,False
2000307,100102.0,2025-08-04 08:04:50.974356,24.14,transfer,False
2000308,100102.0,2025-05-17 08:04:50.974356,22.17,hold,False
2000309,100102.0,2025-06-14 08:04:50.974356,13.68,transfer,False
2000310,100103.0,2025-09-10 08:04:50.974356,19.61,transfer,True
2000311,100104.0,2025-10-10 08:04:50.974356,69.98,transfer,False
2000312,100104.0,2025-08-21 08:04:50.974356,4.22,spend,False
2000313,100104.0,2025-10-01 08:04:50.974356,16.09,transfer,False
2000314,100104.0,2025-11-07 08:04:50.974356,11.74,spend,False
2000315,100104.0,2025-10-14 08:04:50.974356,19.73,spend,False
2000316,100105.0,2025-10-06 08:04:50.974356,19.18,transfer,False
2000317,100105.0,2025-09-24 08:04:50.974356,16.06,hold,False
2000318,100105.0,2025-11-12 08:04:50.974356,20.03,hold,False
2000319,100105.0,2025-09-01 08:04:50.974356,35.58,spend,False
2000320,100106.0,2025-07-27 08:04:50.974356,16.66,hold,False
2000321,100106.0,2025-04-20 08:04:50.974356,120.92,spend,False
2000322,100106.0,2025-08-05 08:04:50.974356,2.27,spend,False
2000323,100106.0,2025-05-28 08:04:50.974356,12.87,transfer,False
2000324,100106.0,2025-05-22 08:04:50.974356,20.62,spend,False
2000325,100106.0,2025-07-10 08:04:50.974356,48.82,transfer,True
2000326,100106.0,2025-04-27 08:04:50.974356,25.44,transfer,False
2000327,100107.0,2025-08-16 08:04:50.974356,8.83,spend,False
2000328,100107.0,2025-09-24 08:04:50.974356,63.33,transfer,False
2000329,100107.0,2025-07-08 08:04:50.974356,12.38,transfer,False
2000330,100108.0,2025-11-21 08:04:50.974356,38.17,transfer,False
2000331,100108.0,2025-10-22 08:04:50.974356,21.0,transfer,False
2000332,100108.0,2025-12-11 08:04:50.974356,14.28,transfer,False
2000333,100108.0,2025-10-27 08:04:50.974356,27.34,spend,False
2000334,100109.0,2025-06-13 08:04:50.974356,22.31,hold,False
2000335,100109.0,2025-06-19 08:04:50.974356,5.88,transfer,False
2000336,100109.0,2025-07-04 08:04:50.974356,69.91,transfer,False
2000337,100110.0,2025-08-06 08:04:50.974356,9.51,spend,False
2000338,100110.0,2025-09-13 08:04:50.974356,65.67,transfer,False
2000339,100110.0,2025-08-23 08:04:50.974356,12.46,transfer,False
2000340,100110.0,2025-10-09 08:04:50.974356,8.28,spend,False
2000341,100110.0,2025-11-11 08:04:50.974356,82.72,transfer,False
2000342,100111.0,2025-10-05 08:04:50.974356,23.56,spend,False
2000343,100111.0,2025-11-07 08:04:50.974356,11.47,hold,False
2000344,100111.0,2025-07-23 08:04:50.974356,16.79,hold,False
2000345,100112.0,2025-06-29 08:04:50.974356,4.27,transfer,False
2000346,100112.0,2025-06-05 08:04:50.974356,17.82,spend,False
2000347,100112.0,2025-05-30 08:04:50.974356,57.47,transfer,False
2000348,100112.0,2025-04-18 08:04:50.974356,9.4,transfer,False
2000349,100112.0,2025-07-25 08:04:50.974356,29.35,transfer,False
2000350,100113.0,2025-09-01 08:04:50.974356,35.05,transfer,False
2000351,100113.0,2025-09-26 08:04:50.974356,20.46,spend,False
2000352,100113.0,2025-08-20 08:04:50.974356,33.11,hold,False
2000353,100114.0,2025-10-28 08:04:50.974356,13.17,transfer,False
2000354,100114.0,2025-09-25 08:04:50.974356,59.29,transfer,False
2000355,100114.0,2025-07-30 08:04:50.974356,14.2,transfer,True
2000356,100114.0,2025-11-13 08:04:50.974356,34.16,transfer,False
2000357,100114.0,2025-09-07 08:04:50.974356,12.33,spend,False
2000358,100114.0,2025-08-03 08:04:50.974356,20.59,transfer,False
2000359,100115.0,2025-08-05 08:04:50.974356,26.51,hold,False
2000360,100115.0,2025-06-13 08:04:50.974356,27.79,transfer,True
2000361,100115.0,2025-07-13 08:04:50.974356,43.83,hold,False
2000362,100116.0,2025-04-16 08:04:50.974356,24.82,spend,False
2000363,100116.0,2025-05-17 08:04:50.974356,31.85,spend,False
2000364,100116.0,2025-05-17 08:04:50.974356,17.12,transfer,False
2000365,100116.0,2025-07-05 08:04:50.974356,42.23,transfer,True
2000366,100116.0,2025-04-04 08:04:50.974356,33.17,transfer,False
2000367,100116.0,2025-03-27 08:04:50.974356,35.82,transfer,False
2000368,100117.0,2025-07-22 08:04:50.974356,104.02,spend,False
2000369,100117.0,2025-06-07 08:04:50.974356,8.09,transfer,False
2000370,100117.0,2025-07-09 08:04:50.974356,38.77,transfer,False
2000371,100117.0,2025-06-02 08:04:50.974356,20.99,transfer,True
2000372,100117.0,2025-06-05 08:04:50.974356,35.52,spend,False
2000373,100117.0,2025-05-18 08:04:50.974356,25.01,hold,False
2000374,100117.0,2025-05-17 08:04:50.974356,2.34,transfer,False
2000375,100117.0,2025-08-31 08:04:50.974356,49.22,transfer,False
2000376,100118.0,2025-08-29 08:04:50.974356,29.32,transfer,True
2000377,100118.0,2025-10-09 08:04:50.974356,12.15,spend,False
2000378,100119.0,2025-07-10 08:04:50.974356,56.21,transfer,False
2000379,100119.0,2025-06-11 08:04:50.974356,10.14,transfer,False
2000380,100119.0,2025-05-26 08:04:50.974356,12.01,hold,False
2000381,100121.0,2025-05-14 08:04:50.974356,52.05,spend,False
2000382,100122.0,2025-11-11 08:04:50.974356,46.06,spend,False
2000383,100123.0,2025-12-20 08:04:50.974356,35.71,spend,False
2000384,100123.0,2025-11-01 08:04:50.974356,86.13,hold,False
2000385,100123.0,2025-12-20 08:04:50.974356,36.73,hold,False
2000386,100123.0,2025-12-14 08:04:50.974356,19.43,spend,False
2000387,100123.0,2025-11-16 08:04:50.974356,27.37,spend,False
2000388,100124.0,2025-05-09 08:04:50.974356,59.59,transfer,False
2000389,100124.0,2025-05-12 08:04:50.974356,40.38,transfer,False
2000390,100125.0,2025-05-19 08:04:50.974356,139.9,spend,False
2000391,100125.0,2025-06-08 08:04:50.974356,77.42,transfer,True
2000392,100125.0,2025-05-27 08:04:50.974356,15.42,transfer,False
2000393,100125.0,2025-09-01 08:04:50.974356,54.59,transfer,False
2000394,100125.0,2025-06-06 08:04:50.974356,8.63,transfer,False
2000395,100126.0,2025-10-30 08:04:50.974356,22.15,transfer,False
2000396,100126.0,2025-09-16 08:04:50.974356,14.37,spend,False
2000397,100127.0,2025-07-14 08:04:50.974356,97.85,transfer,False
2000398,100127.0,2025-07-04 08:04:50.974356,21.3,transfer,False
2000399,100127.0,2025-06-15 08:04:50.974356,8.57,transfer,False
2000400,100127.0,2025-04-28 08:04:50.974356,11.56,transfer,False
2000401,100128.0,2025-10-21 08:04:50.974356,20.63,spend,False
2000402,100128.0,2025-10-13 08:04:50.974356,43.93,hold,False
2000403,100128.0,2025-08-22 08:04:50.974356,28.25,transfer,False
